ID,Description,setSize,enrichmentScore,NES,pvalue,FDR_corrected_p,BY_corrected_p
GO:0022900,electron transport chain,70,0.47485334948722746,2.1244077739135583,4.370330055299814e-6,1.6258228125818727e-4,0.0013711119119700136
GO:0006417,regulation of translation,139,-0.38453872653156546,-1.9773220382475318,4.409438081392138e-6,1.6258228125818727e-4,0.0013711119119700136
GO:1990542,mitochondrial transmembrane transport,40,0.5819496564108549,2.3073265681817974,4.6857748687320135e-6,1.6794313818660502e-4,0.001416321849584605
GO:0006163,purine nucleotide metabolic process,114,0.4133001982477898,2.052822181530466,4.732369724841731e-6,1.6794313818660502e-4,0.001416321849584605
GO:0043604,amide biosynthetic process,303,-0.3033083815320369,-1.7342525202273331,4.750038391174803e-6,1.6794313818660502e-4,0.001416321849584605
GO:0009308,amine metabolic process,25,0.653740085071825,2.3012578674623154,5.5895267218595625e-6,1.9495362796107476e-4,0.001644110535973545
GO:0006259,DNA metabolic process,224,-0.33567185072648703,-1.854915455901456,5.714166610676447e-6,1.9664352029541215e-4,0.0016583619752547868
GO:1901605,alpha-amino acid metabolic process,55,0.5129836749446807,2.1767800459764386,6.238070780191279e-6,2.1184816689044327e-4,0.001786587953525046
GO:0140053,mitochondrial gene expression,51,0.5218636294279938,2.176979330913423,7.957764077364835e-6,2.6674011796985243e-4,0.00224951052672189
GO:0045184,establishment of protein localization,445,-0.2711520103477754,-1.6016180012644918,1.030149448221552e-5,3.4087381100767e-4,0.002874705282361115
GO:0044106,cellular amine metabolic process,24,0.6497046226178755,2.278071530895747,1.0692927622843753e-5,3.4934742018430035e-4,0.0029461661229247065
GO:0050779,RNA destabilization,31,-0.5988438875994324,-2.2704926764049196,1.0929592016910717e-5,3.52615962445582e-4,0.0029737308562679658
GO:0006520,cellular amino acid metabolic process,92,0.42435271387447787,2.020616038991943,1.2777925243857655e-5,4.0715833400489635e-4,0.003433705305964061
GO:0061013,regulation of mRNA catabolic process,52,-0.5004562128535808,-2.144492772115513,1.583576364798626e-5,4.984403167738115e-4,0.004203517446340817
GO:0043648,dicarboxylic acid metabolic process,31,0.5956694302083241,2.2271459665149425,1.7212753257916634e-5,5.352544115503955e-4,0.00451398328238361
GO:0006576,cellular biogenic amine metabolic process,22,0.6562781760452031,2.208715527966325,1.896529564124619e-5,5.825132831008108e-4,0.004912533488639693
GO:0043487,regulation of RNA stability,50,-0.51625359079656,-2.190267363235076,1.9207454943832617e-5,5.825132831008108e-4,0.004912533488639693
GO:0061157,mRNA destabilization,30,-0.5995632305533697,-2.2516918024932475,1.9409586341212603e-5,5.825132831008108e-4,0.004912533488639693
GO:0061014,positive regulation of mRNA catabolic process,31,-0.5868757204811906,-2.2251158488966882,2.0847799229185002e-5,6.184847104658218e-4,0.005215892822566169
GO:0033554,cellular response to stress,419,-0.26643041720892624,-1.5654945557478706,2.181338150927357e-5,6.397765644935805e-4,0.005395454300357382
GO:0006518,peptide metabolic process,303,-0.29085994575809243,-1.6630750242253938,2.2073670766144604e-5,6.401364522181935e-4,0.005398489356467863
GO:0098869,cellular oxidant detoxification,19,0.684852941244789,2.232616060579916,2.3088649589936742e-5,6.621311621291859e-4,0.005583978258000717
GO:0043488,regulation of mRNA stability,48,-0.5175214665601829,-2.1816483296605753,2.4145541624645606e-5,6.848312410242891e-4,0.0057754157771133215
GO:0042773,ATP synthesis coupled electron transport,36,0.5686400782619947,2.2118177881584162,2.569046022125975e-5,7.129793315168969e-4,0.006012798238934824
GO:0042775,mitochondrial ATP synthesis coupled electron transport,36,0.5686400782619947,2.2118177881584162,2.569046022125975e-5,7.129793315168969e-4,0.006012798238934824
GO:0003008,system process,199,0.3248917652967375,1.7479735318138478,2.899822883403455e-5,7.962173257515231e-4,0.0067147726763727295
GO:0051341,regulation of oxidoreductase activity,23,0.6383561121547399,2.1909419469447773,3.389113940041272e-5,9.203998474493959e-4,0.007762046299554553
GO:0033209,tumor necrosis factor-mediated signaling pathway,24,-0.6246473008918537,-2.2380631263552884,3.4234167127137546e-5,9.203998474493959e-4,0.007762046299554553
GO:0006955,immune response,240,-0.3192835084281691,-1.7708579433563636,3.831300392857408e-5,0.0010194418880376257,0.008597301658167016
GO:0006281,DNA repair,136,-0.36746698210504164,-1.8884624014621334,4.045843035058356e-5,0.0010553888320827618,0.008900454515894086
GO:0034248,regulation of cellular amide metabolic process,148,-0.35885582715075703,-1.854594573170999,4.048178782494902e-5,0.0010553888320827618,0.008900454515894086
GO:1903313,positive regulation of mRNA metabolic process,40,-0.5293550049470115,-2.128510396674961,4.36044850088163e-5,0.0011254317580775487,0.009491150435753744
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",23,0.6315650722144253,2.1676339939302913,4.6214946937983106e-5,0.001176520729710444,0.00992200118427363
GO:0000209,protein polyubiquitination,51,-0.49337604327554957,-2.104983979319096,4.6495588698359274e-5,0.001176520729710444,0.00992200118427363
GO:0071466,cellular response to xenobiotic stimulus,31,0.5732626860897067,2.143369483694499,4.787993420726029e-5,0.0011997874775625127,0.010118217616260543
GO:0001732,formation of cytoplasmic translation initiation complex,12,-0.7721131819227098,-2.2275999350284086,4.862663651370074e-5,0.0012067822004025155,0.010177206503196052
GO:1903320,regulation of protein modification by small protein conjugation or removal,72,-0.4323325549159231,-1.9803737787956437,5.641114407780973e-5,0.0013866396463316848,0.011694005779609011
GO:0007005,mitochondrion organization,164,0.3377398744598277,1.7709860064937715,5.817411571640737e-5,0.0014156864703503383,0.011938967568240987
GO:1901606,alpha-amino acid catabolic process,28,0.589751211286188,2.1387242604807533,5.8689830425217435e-5,0.0014156864703503383,0.011938967568240987
GO:0044283,small molecule biosynthetic process,133,0.36072741341791004,1.8268622913614956,5.945537022761537e-5,0.0014208732459025488,0.011982709418148094
GO:1903322,positive regulation of protein modification by small protein conjugation or removal,36,-0.5578868393397363,-2.189078710013631,6.54497662982223e-5,0.0015497784111533188,0.013069810707550708
GO:0046034,ATP metabolic process,83,0.4129955581346005,1.9171486362068995,6.70916377639194e-5,0.001574213791533418,0.01327588261682271
GO:0006805,xenobiotic metabolic process,20,0.6461027610783826,2.1253134831758103,7.175768322933557e-5,0.0016685277514857217,0.014071264456436026
GO:0018958,phenol-containing compound metabolic process,24,0.6071368822194797,2.1288154625836384,7.354577816200047e-5,0.0016948361913939572,0.014293132516499997
GO:0008202,steroid metabolic process,59,0.460920949771782,1.986779063456372,7.581882407218947e-5,0.0017317556188523983,0.014604486659027952
GO:0010257,"NADH dehydrogenase complex assembly",25,0.5991899809116075,2.109233759967366,8.785461879866983e-5,0.001971763227124929,0.016628552800302666
GO:0032981,mitochondrial respiratory chain complex I assembly,25,0.5991899809116075,2.109233759967366,8.785461879866983e-5,0.001971763227124929,0.016628552800302666
GO:0000723,telomere maintenance,40,-0.5167363937997544,-2.077771582896816,8.996116609437007e-5,0.0020016359455997342,0.016880479638988657
GO:0006413,translational initiation,54,-0.4787653709562909,-2.057369134423338,1.0199387633051656e-4,0.0022372790998211635,0.018867738848459978
GO:0045732,positive regulation of protein catabolic process,56,-0.46323264343244674,-2.0058673909563853,1.0292468873639648e-4,0.0022372790998211635,0.018867738848459978
GO:0046700,heterocycle catabolic process,134,-0.35371902240213116,-1.8122126382905903,1.0397708841672774e-4,0.0022372790998211635,0.018867738848459978
GO:0071826,ribonucleoprotein complex subunit organization,94,-0.3885070263632856,-1.8559794693834957,1.0401917550505216e-4,0.0022372790998211635,0.018867738848459978
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",20,-0.640451685158306,-2.1929426192694805,1.0682506572779564e-4,0.0022786404515986822,0.019216553256023117
GO:0031398,positive regulation of protein ubiquitination,30,-0.562447124597369,-2.1123002800270307,1.1337942057648332e-4,0.0023986252828516676,0.020228426321855102
GO:0015031,protein transport,417,-0.26040406153089735,-1.5298567676701502,1.176866014593211e-4,0.0024695050273699816,0.020826179418160347
GO:0044255,cellular lipid metabolic process,212,0.311597466367857,1.6848446363050718,1.1869433266437356e-4,0.002470565101667324,0.020835119386805212
GO:0007006,mitochondrial membrane organization,39,0.5135013033466614,2.0187502593791673,1.2216492718672368e-4,0.0025224614165514705,0.02127277873673156
GO:0070646,protein modification by small protein removal,42,-0.5102392498028571,-2.0695549795864605,1.2456138062866422e-4,0.002551531138115733,0.021517933628186894
GO:0009117,nucleotide metabolic process,131,0.35172776572707004,1.7791327534335968,1.2630615443856596e-4,0.0025668990913853447,0.021647536827425443
GO:1901565,organonitrogen compound catabolic process,332,-0.2751911915663059,-1.5953729102372787,1.3655953276455311e-4,0.0027477639373544444,0.023172831852478287
GO:1903311,regulation of mRNA metabolic process,90,-0.3863746870042284,-1.8285517053960227,1.3733496626064446e-4,0.0027477639373544444,0.023172831852478287
GO:0034310,primary alcohol catabolic process,13,0.7343043847990209,2.174574333504798,1.4389557758394712e-4,0.0028568806595705193,0.02409305044252251
GO:0034035,purine ribonucleoside bisphosphate metabolic process,14,0.7124540063450674,2.164802111984091,1.5338766909304966e-4,0.0029991937418875846,0.025293225276360815
GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,14,0.7124540063450674,2.164802111984091,1.5338766909304966e-4,0.0029991937418875846,0.025293225276360815
GO:1901615,organic hydroxy compound metabolic process,109,0.3661849836557992,1.7989834454546803,1.5995137033156972e-4,0.0031040186979382064,0.026177249936369718
GO:1990748,cellular detoxification,22,0.6061911799780514,2.040146878267563,1.9504213362967767e-4,0.003756744379837299,0.031681908566908695
GO:0009410,response to xenobiotic stimulus,91,0.385828725506676,1.8300160590341101,2.0540504222599598e-4,0.003927040103594782,0.03311807057419805
GO:0006066,alcohol metabolic process,82,0.3936017707186286,1.8160158133753783,2.096433546517423e-4,0.0039785992526187265,0.033552886489257715
GO:0070936,protein K48-linked ubiquitination,16,-0.6669308087981116,-2.1062585191213485,2.1715199283584997e-4,0.004091016740944006,0.03450094156736161
GO:0006753,nucleoside phosphate metabolic process,133,0.3438087528865513,1.7411796906070094,2.225489849148732e-4,0.004162311087429621,0.03510219114367497
GO:0046164,alcohol catabolic process,21,0.6143468638561643,2.0609369255645227,2.2606060597861875e-4,0.0041975713959051435,0.03539955336910562
GO:0007033,vacuole organization,47,-0.47398261053663354,-1.987117689244018,2.3660366954418596e-4,0.0043171998950055634,0.036408421364180696
GO:0034063,stress granule assembly,11,-0.7539096289675516,-2.119176045651233,2.3680315543628036e-4,0.0043171998950055634,0.036408421364180696
GO:0006914,autophagy,159,-0.32940594902529896,-1.714237703565797,2.3919395001386888e-4,0.0043171998950055634,0.036408421364180696
GO:0061919,process utilizing autophagic mechanism,159,-0.32940594902529896,-1.714237703565797,2.3919395001386888e-4,0.0043171998950055634,0.036408421364180696
GO:0022618,ribonucleoprotein complex assembly,91,-0.3813002567497658,-1.8049029068613585,2.450360854398907e-4,0.004391931503613596,0.03703865854605684
GO:0019932,second-messenger-mediated signaling,30,0.5318750992715171,1.9724858642728524,2.9945362459182605e-4,0.005330274517734504,0.044952025699097904
GO:0006103,2-oxoglutarate metabolic process,10,0.7797387313031267,2.146985173532149,3.214087562982294e-4,0.005681890410998151,0.047917322630355516
GO:0016579,protein deubiquitination,38,-0.505901502816579,-2.0254962056974044,3.272037497547593e-4,0.0057449855654219985,0.04844942561936906
GO:0060337,type I interferon signaling pathway,13,-0.7165146074924071,-2.150847434995075,3.371754925940022e-4,0.005840603667014227,0.04925580573089466
GO:0071357,cellular response to type I interferon,13,-0.7165146074924071,-2.150847434995075,3.371754925940022e-4,0.005840603667014227,0.04925580573089466
GO:0032270,positive regulation of cellular protein metabolic process,275,-0.28079998826597274,-1.5893954803040686,3.5847312593018267e-4,0.006168127586838676,0.05201792682091229
GO:0006584,catecholamine metabolic process,12,0.7138093365381268,2.0849993696864386,3.760818689251468e-4,0.006385969103261867,0.0538550587382282
GO:0009712,catechol-containing compound metabolic process,12,0.7138093365381268,2.0849993696864386,3.760818689251468e-4,0.006385969103261867,0.0538550587382282
GO:0051247,positive regulation of protein metabolic process,295,-0.2720393158842451,-1.5459135719410235,3.8858654045558795e-4,0.006555175561541651,0.05528203459767773
GO:0043603,cellular amide metabolic process,372,-0.2567523792781866,-1.4850273887725487,3.971688821567224e-4,0.006656447304198055,0.05613609379544265
GO:0044270,cellular nitrogen compound catabolic process,137,-0.3336800222963059,-1.710673498597827,4.099056216927134e-4,0.006825589739283182,0.057562529725422897
GO:0055086,nucleobase-containing small molecule metabolic process,152,0.32299955735571695,1.6772917260264197,4.13214168076334e-4,0.0068365754346475524,0.05765517584687472
GO:0016441,posttranscriptional gene silencing,31,-0.5280031869406135,-2.0019029898974576,4.2239797974869355e-4,0.006937575904236171,0.058506947306198785
GO:0042743,hydrogen peroxide metabolic process,17,0.6417015863546804,2.0431785692584636,4.246946892170922e-4,0.006937575904236171,0.058506947306198785
GO:0012501,programmed cell death,404,-0.25120561368032324,-1.4718441222442393,4.71810986989497e-4,0.007658768285659696,0.06458900900037261
GO:0007007,inner mitochondrial membrane organization,16,0.6624827074645652,2.1044949254498504,4.946751473097715e-4,0.007979728470040751,0.06729577586738503
GO:0006260,DNA replication,88,-0.377158428838915,-1.779529174327305,5.021431394353067e-4,0.008049884738400787,0.06788742764212581
GO:0003014,renal system process,14,0.6773938188953031,2.058271210112725,5.405255669946971e-4,0.008611706718600698,0.07262546430576064
GO:0034308,primary alcohol metabolic process,33,0.5179702902708013,1.9703419408221892,5.591806724618881e-4,0.008829939969347679,0.07446589985243589
GO:0044057,regulation of system process,53,0.43614009729611247,1.8351581002856485,5.610655385404956e-4,0.008829939969347679,0.07446589985243589
GO:0032212,positive regulation of telomere maintenance via telomerase,13,-0.7033055180315685,-2.111196134256218,5.842093811972316e-4,0.009138450987091241,0.07706767864486434
GO:0034340,response to type I interferon,15,-0.6646092675927509,-2.0648843768142866,5.902570973586937e-4,0.009177431134233666,0.07739641154037863
GO:0051353,positive regulation of oxidoreductase activity,15,0.6609138342310871,2.0568910713470943,6.372029683438829e-4,0.009848029109554261,0.08305179332607825
GO:0140694,non-membrane-bounded organelle assembly,115,-0.3434758882918433,-1.705751308999527,6.495499526938416e-4,0.009979097785135744,0.08415714023710183
GO:0050878,regulation of body fluid levels,66,0.4002178904981305,1.7765454949344808,6.815508521241922e-4,0.010408773664689586,0.08778074369612145
GO:0006839,mitochondrial transport,87,0.3796256106334663,1.7777700143868262,6.872876955542599e-4,0.010434644366032616,0.08799892015734427
GO:0006915,apoptotic process,397,-0.25240931323039084,-1.4816802519996963,6.933088900848536e-4,0.010464504358532207,0.08825073967353439
GO:1904358,positive regulation of telomere maintenance via telomere lengthening,14,-0.6752990805954684,-2.059674749979349,7.035842372451903e-4,0.010557854164708351,0.08903799047502206
GO:2000573,positive regulation of DNA biosynthetic process,20,-0.5993183825518996,-2.05209987586316,7.204766385991336e-4,0.01074884511112349,0.09064868236396392
GO:0070925,organelle assembly,196,-0.29314823970507553,-1.5869044069662468,7.336318667424087e-4,0.01088220602334573,0.09177336048955081
GO:0002764,immune response-regulating signaling pathway,76,-0.3826446873475362,-1.764796866936084,7.385709106435555e-4,0.010892865830691524,0.09186325828602665
GO:0097237,cellular response to toxic substance,23,0.5721108561084791,1.9635774594834785,7.450123744532338e-4,0.010925437150362479,0.09213794335037576
GO:0098754,detoxification,25,0.5465549413252887,1.923950951526916,7.678196546770644e-4,0.011185706536887852,0.0943328839885832
GO:0070727,cellular macromolecule localization,439,-0.24568137303536813,-1.4488505675102548,7.714280370267484e-4,0.011185706536887852,0.0943328839885832
GO:0019637,organophosphate metabolic process,225,0.28997525858356343,1.5769596365379004,8.031984442731211e-4,0.011581313880831987,0.09766917584982994
GO:0009611,response to wounding,87,0.3765915323867244,1.7635615595901108,8.361252355669204e-4,0.01198910684999012,0.10110823325081705
GO:0034612,response to tumor necrosis factor,52,-0.4307390862068989,-1.8457496046883701,8.897139835711797e-4,0.01268702647291279,0.10699402782314965
GO:0006090,pyruvate metabolic process,26,0.5506943215026334,1.9715643012887676,9.40553185351723e-4,0.013338284458202182,0.11248630886684988
GO:1901135,carbohydrate derivative metabolic process,215,0.2830903608261999,1.5333650560043572,9.66412081989668e-4,0.013630107014291439,0.11494734816177837
GO:0006084,acetyl-CoA metabolic process,16,0.6458551627183192,2.0516745527112357,9.766392151778361e-4,0.013699488121597799,0.11553246273857751
GO:0050852,T cell receptor signaling pathway,24,-0.5502267651405298,-1.9714200836801068,9.92901528518198e-4,0.01380579019697378,0.11642894445040489
GO:0019439,aromatic compound catabolic process,138,-0.3254229491187197,-1.6740339381381428,9.949155275618454e-4,0.01380579019697378,0.11642894445040489
GO:0001959,regulation of cytokine-mediated signaling pathway,30,-0.5106444773450568,-1.9177526656614465,0.001003335724373449,0.013848179169026052,0.1167864251307549
GO:1901616,organic hydroxy compound catabolic process,23,0.562185254047243,1.9295111797211686,0.0010380698916762766,0.014251374417108883,0.12018670837944524
GO:0046394,carboxylic acid biosynthetic process,77,0.38215811358925084,1.7456614163563682,0.0010791211975907371,0.014706469532909872,0.12402468094032469
GO:0045087,innate immune response,116,-0.33559105655075083,-1.671511664767334,0.0010826149598035164,0.014706469532909872,0.12402468094032469
GO:0031396,regulation of protein ubiquitination,61,-0.41276666536733114,-1.8155280654101769,0.0010982598437943285,0.0148141479671603,0.12493276995667073
GO:0032210,regulation of telomere maintenance via telomerase,21,-0.5681211507183788,-1.9667617346189257,0.0011020210808581083,0.0148141479671603,0.12493276995667073
GO:0006637,acyl-CoA metabolic process,35,0.478351180235973,1.8415797819022612,0.0011792563361483993,0.015688972183500096,0.13231046139156025
GO:0035383,thioester metabolic process,35,0.478351180235973,1.8415797819022612,0.0011792563361483993,0.015688972183500096,0.13231046139156025
GO:0071345,cellular response to cytokine stimulus,152,-0.31077120000036024,-1.6033790427586205,0.0012230719296065875,0.01618845461699796,0.13652276736419652
