p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
7.245094196618615e-40,-3.8315028402587115,0,0.7,5.2418256512535685e-36,ENSNFUG00015018928,,ENSNFUG00015018928,TRIO and F-actin-binding protein-like,ENSG00000100106,TRIOBP,TRIO and F-actin binding protein
8.408701301782277e-40,-4.2295807709904345,0.019,0.743,6.083695391839477e-36,plcd1b,plcd1b,ENSNFUG00015009661,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1-like",ENSG00000187091,PLCD1,phospholipase C delta 1
4.1663707356479393e-38,-4.062721904808144,0.038,0.757,3.014369227241284e-34,actb1,NA,NA,NA,NA,NA,NA
1.2285871340558395e-37,-3.6975782605013623,0.474,1,8.888827914893999e-34,NDUFA4,NDUFA4,ENSNFUG00015000864,cytochrome c oxidase subunit NDUFA4-like,ENSG00000189043,NDUFA4,NDUFA4 mitochondrial complex associated
1.2285871340558395e-37,-3.6975782605013623,0.474,1,8.888827914893999e-34,NDUFA4,NDUFA4,ENSNFUG00015022001,cytochrome c oxidase subunit NDUFA4-like,ENSG00000189043,NDUFA4,NDUFA4 mitochondrial complex associated
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000270339,PPIAL4H,peptidylprolyl isomerase A like 4H
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000196262,PPIA,peptidylprolyl isomerase A
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000279782,PPIAL4F,peptidylprolyl isomerase A like 4F
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000288867,PPIAL4C,peptidylprolyl isomerase A like 4C
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000271567,PPIAL4E,peptidylprolyl isomerase A like 4E
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000263353,PPIAL4A,peptidylprolyl isomerase A like 4A
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000236334,PPIAL4G,peptidylprolyl isomerase A like 4G
1.0585093886456697e-36,-3.460901707665654,0.502,1,7.65831542685142e-33,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000289549,PPIAL4D,peptidylprolyl isomerase A like 4D
3.674456526813252e-36,-3.4794709725997306,0.163,0.886,2.658469297149388e-32,ATP5G3A,ATP5G3A,ENSNFUG00015023349,ATP synthase membrane subunit c locus 3,,NA,NA
5.487530483750012e-36,6.45433134485427,1,0.586,3.970228304993134e-32,Nfu-g-1-007654,NA,NA,NA,NA,NA,NA
5.614349046362884e-36,7.6338654403012365,1,0.671,4.061981535043547e-32,Nfu-g-1-007730,NA,NA,NA,NA,NA,NA
5.867476513799198e-36,6.851468170792004,1,0.971,4.24511925773372e-32,Nfu-g-1-007614,NA,NA,NA,NA,NA,NA
8.966976479716348e-36,-2.996993212756581,0.871,1,6.487607483074778e-32,rpl28,rpl28,ENSNFUG00015003622,ribosomal protein L28,ENSG00000108107,RPL28,ribosomal protein L28
1.2183437139517718e-35,-2.64879971077747,0.971,1,8.814716770441069e-32,GRID2IPA,GRID2IPA,ENSNFUG00015018125,delphilin-like,ENSG00000215045,GRID2IP,Grid2 interacting protein
1.5609215331537496e-35,-2.821046715613444,0.847,1,1.129326729236738e-31,RPLP2,RPLP2,ENSNFUG00015012879,60S acidic ribosomal protein P2-like,,NA,NA
2.3045359062688794e-35,-2.810360426176302,0.794,1,1.6673317281855342e-31,RPL10A,RPL10A,ENSNFUG00015023812,ribosomal protein L10a,ENSG00000198755,RPL10A,ribosomal protein L10a
2.481486194361145e-35,-2.459818647087107,0.919,1,1.7953552616202884e-31,rpl18a,rpl18a,ENSNFUG00015012549,ribosomal protein L18a,ENSG00000105640,RPL18A,ribosomal protein L18a
2.4822671393171525e-35,-3.4665426262201042,0,0.629,1.7959202752959598e-31,MSNA,MSNA,ENSNFUG00015020796,moesin-like,ENSG00000147065,MSN,moesin
5.583365136457107e-35,-2.5487464405543747,0.895,1,4.039564676226717e-31,RPL7A,RPL7A,ENSNFUG00015007670,ribosomal protein L7a,ENSG00000148303,RPL7A,ribosomal protein L7a
9.695037551392597e-35,-2.653387819369442,0.895,1,7.014359668432544e-31,rpl18,rpl18,ENSNFUG00015010994,ribosomal protein L18,ENSG00000063177,RPL18,ribosomal protein L18
1.1338428650825433e-34,-2.3158013514310527,0.938,1,8.2033531288722e-31,ENSNFUG00015019823,NA,NA,NA,NA,NA,NA
1.1434864037275013e-34,-2.200318062268151,0.914,1,8.273124130968471e-31,RPS19,RPS19,ENSNFUG00015001434,ribosomal protein S19,ENSG00000105372,RPS19,ribosomal protein S19
1.6004010811293827e-34,-3.259929808774496,0.005,0.629,1.1578901821971084e-30,Nfu-g-1-022803,NA,NA,NA,NA,NA,NA
5.655955173999417e-34,-1.846216944617046,0.986,1,4.092083568388578e-30,rpl13a,rpl13a,ENSNFUG00015008460,ribosomal protein L13a,ENSG00000142541,RPL13A,ribosomal protein L13a
6.839130792042139e-34,-3.0619019686429985,0.699,1,4.948111128042488e-30,hsp90ab1,hsp90ab1,ENSNFUG00015000474,heat shock protein 90 alpha family class B member 1,ENSG00000096384,HSP90AB1,heat shock protein 90 alpha family class B member 1
7.258402295107443e-34,-2.207503293672258,0.962,1,5.251454060510235e-30,ENSNFUG00015021627,,ENSNFUG00015021627,NA,,NA,NA
7.736830264655564e-34,-3.1084206438959763,0.268,0.929,5.597596696478301e-30,S100V2,S100V2,ENSNFUG00015022491,S100 calcium binding protein A14,ENSG00000189171,S100A13,S100 calcium binding protein A13
1.4913617316318256e-33,-2.255256660488664,0.928,1,1.0790002128356258e-29,rps25,rps25,ENSNFUG00015019465,ribosomal protein S25,ENSG00000118181,RPS25,ribosomal protein S25
1.6279832523868224e-33,-3.330040255008971,0.258,0.914,1.177845883101866e-29,rps9,rps9,ENSNFUG00015014391,ribosomal protein S9,ENSG00000170889,RPS9,ribosomal protein S9
1.654744440844033e-33,-2.263593539973143,0.928,1,1.1972076029506577e-29,RPL32,RPL32,ENSNFUG00015014027,ribosomal protein L32,,NA,NA
3.026441739902309e-33,-2.0727080147745935,0.933,1,2.1896305988193205e-29,rps8a,rps8a,ENSNFUG00015009063,ribosomal protein S8a,ENSG00000142937,RPS8,ribosomal protein S8
6.990678420774145e-33,-2.784272336330902,0.837,0.986,5.057755837430094e-29,RPL27A,RPL27A,ENSNFUG00015015712,ribosomal protein L27a,ENSG00000166441,RPL27A,ribosomal protein L27a
7.025885820601086e-33,-3.5962496611581622,0.11,0.786,5.083228391204886e-29,eef1g,eef1g,ENSNFUG00015003934,eukaryotic translation elongation factor 1 gamma,ENSG00000254772,EEF1G,eukaryotic translation elongation factor 1 gamma
7.573465885570553e-33,-3.20356798556248,0.01,0.614,5.479402568210295e-29,itgb2,itgb2,ENSNFUG00015014913,"integrin, beta 2",ENSG00000160255,ITGB2,integrin subunit beta 2
8.446334766840547e-33,-2.884032015164201,0.656,0.986,6.110923203809135e-29,RPL12,RPL12,ENSNFUG00015003124,ribosomal protein L12,ENSG00000197958,RPL12,ribosomal protein L12
1.178222257073836e-32,-2.268414369637319,0.9,1,8.524438029929203e-29,RPL13,RPL13,ENSNFUG00015019590,ribosomal protein L13,ENSG00000167526,RPL13,ribosomal protein L13
1.4298768889874512e-32,-1.7396828353462865,0.971,1,1.034515929182421e-28,RPL7,RPL7,ENSNFUG00015012915,ribosomal protein L7,ENSG00000147604,RPL7,ribosomal protein L7
1.4308832241717275e-32,-3.406630277256828,0.029,0.657,1.0352440126882448e-28,tln1,tln1,ENSNFUG00015000902,talin 1,ENSG00000137076,TLN1,talin 1
2.240824533531888e-32,-2.647826374508677,0.727,1,1.621236550010321e-28,RPL37,RPL37,ENSNFUG00015003531,ribosomal protein L37,ENSG00000145592,RPL37,ribosomal protein L37
3.907784667940786e-32,-1.9497133103160529,0.919,1,2.8272822072551586e-28,RPS15A,NA,NA,NA,NA,NA,NA
3.9685051108845413e-32,-1.8915551276911797,0.976,1,2.8712134477249655e-28,RPS16,RPS16,ENSNFUG00015018063,ribosomal protein S16,ENSG00000105193,RPS16,ribosomal protein S16
4.4744978011366563e-32,-2.0560405907197605,0.871,1,3.2372991591223706e-28,ENSNFUG00015011032,,ENSNFUG00015011032,ribosomal protein S29,,NA,NA
5.178188586233025e-32,-1.906539209944965,0.914,1,3.7464194421395937e-28,rpl8,rpl8,ENSNFUG00015012104,ribosomal protein L8,ENSG00000161016,RPL8,ribosomal protein L8
5.544477036648833e-32,-1.9333177495740292,0.967,1,4.011429136015431e-28,rps13,rps13,ENSNFUG00015007074,ribosomal protein S13,ENSG00000110700,RPS13,ribosomal protein S13
5.814850908101559e-32,-1.862591630279998,0.947,1,4.207044632011478e-28,RPL23,RPL23,ENSNFUG00015010131,ribosomal protein L23,ENSG00000125691,RPL23,ribosomal protein L23
6.401561025357083e-32,-2.341982478076022,0.885,0.986,4.63152940184585e-28,chst10,chst10,ENSNFUG00015021219,carbohydrate sulfotransferase 10,ENSG00000115526,CHST10,carbohydrate sulfotransferase 10
1.0254750825373375e-31,-2.3890462270583446,0.804,0.986,7.419312222157637e-28,rps23,rps23,ENSNFUG00015006818,ribosomal protein S23,ENSG00000186468,RPS23,ribosomal protein S23
1.2685889049364344e-31,-1.743391058945103,0.923,1,9.178240727215102e-28,rpl17,rpl17,ENSNFUG00015003759,ribosomal protein L17,ENSG00000265681,RPL17,ribosomal protein L17
1.2685889049364344e-31,-1.743391058945103,0.923,1,9.178240727215102e-28,rpl17,rpl17,ENSNFUG00015003759,ribosomal protein L17,ENSG00000215472,RPL17-C18orf32,RPL17-C18orf32 readthrough
1.650567531015769e-31,-1.7723342362804715,0.962,1,1.1941856086899087e-27,RPL21,RPL21,ENSNFUG00015024091,ribosomal protein L21,ENSG00000122026,RPL21,ribosomal protein L21
2.0139950546133737e-31,-2.469866543266388,0.708,1,1.4571254220127759e-27,RPL35,RPL35,ENSNFUG00015012060,ribosomal protein L35,ENSG00000136942,RPL35,ribosomal protein L35
5.232290118618994e-31,-1.758385370726633,0.971,1,3.7855619008208426e-27,si:dkey-159f12.2,si:dkey-159f12.2,ENSNFUG00015003681,si:dkey-159f12.2,ENSG00000142534,RPS11,ribosomal protein S11
1.5006621549863413e-30,-1.7708720134718883,0.967,1,1.0857290691326179e-26,RPS17,RPS17,ENSNFUG00015022174,ribosomal protein S17,ENSG00000182774,RPS17,ribosomal protein S17
1.999418103188922e-30,-1.7918275827934913,0.967,1,1.446578997657185e-26,PPT2,PPT2,ENSNFUG00015011780,ribosomal protein S5,ENSG00000083845,RPS5,ribosomal protein S5
2.0392221413092098e-30,-1.7164604942058164,0.967,1,1.4753772192372133e-26,rps7,rps7,ENSNFUG00015013584,ribosomal protein S7,ENSG00000171863,RPS7,ribosomal protein S7
2.1873972812842375e-30,5.360146261521088,0.919,0.071,1.5825819330091458e-26,ENSNFUG00015018491,,ENSNFUG00015018491,protamine-like protein,,NA,NA
2.4623660366547e-30,-1.6945035936144324,0.981,1,1.7815218275196754e-26,RPS14,RPS14,ENSNFUG00015006565,ribosomal protein S14,ENSG00000164587,RPS14,ribosomal protein S14
3.5826860851465426e-30,3.5233112868631724,0.962,0.071,2.5920733826035233e-26,ENSNFUG00015002305,,ENSNFUG00015002305,NA,ENSG00000159023,EPB41,erythrocyte membrane protein band 4.1
6.846766816946044e-30,-2.8801749698605086,0.158,0.829,4.9536357920604625e-26,ARPC3,ARPC3,ENSNFUG00015011245,actin related protein 2/3 complex subunit 3,ENSG00000111229,ARPC3,actin related protein 2/3 complex subunit 3
1.242463778698304e-29,1.8590836831224182,1,0.957,8.98922543888223e-26,FTH1A,FTH1A,ENSNFUG00015017520,"ferritin, heavy subunit",ENSG00000167996,FTH1,ferritin heavy chain 1
1.242463778698304e-29,1.8590836831224182,1,0.957,8.98922543888223e-26,FTH1A,FTH1A,ENSNFUG00015024686,"ferritin, heavy subunit-like",ENSG00000167996,FTH1,ferritin heavy chain 1
3.0420699039200217e-29,-2.9234565750425627,0,0.529,2.2009375754861356e-25,spock3,spock3,ENSNFUG00015000913,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",ENSG00000196104,SPOCK3,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
3.0420699039200217e-29,-4.542564236347827,0,0.529,2.2009375754861356e-25,TIMP3,TIMP3,ENSNFUG00015019689,metalloproteinase inhibitor 3-like,ENSG00000100234,TIMP3,TIMP metallopeptidase inhibitor 3
4.0002089499255753e-29,-1.836316449691803,0.943,1,2.894151175271154e-25,zgc:171772,NA,NA,NA,NA,NA,NA
7.07946489627837e-29,-1.8227129361346557,0.861,1,5.121992852457401e-25,RPLP0,RPLP0,ENSNFUG00015011674,ribosomal protein lateral stalk subunit P0,ENSG00000089157,RPLP0,ribosomal protein lateral stalk subunit P0
7.307436374318757e-29,-1.811190133463759,0.981,1,5.286930216819621e-25,RPS6,RPS6,ENSNFUG00015001705,ribosomal protein S6,ENSG00000137154,RPS6,ribosomal protein S6
1.4611728326875112e-28,-1.8798991810174712,0.9,1,1.0571585444494144e-24,rack1,rack1,ENSNFUG00015012048,receptor for activated C kinase 1,ENSG00000204628,RACK1,receptor for activated C kinase 1
1.5342914814525262e-28,-1.6651205555604855,0.938,1,1.1100598868309028e-24,rps3,rps3,ENSNFUG00015015649,ribosomal protein S3,ENSG00000149273,RPS3,ribosomal protein S3
2.1330372359482747e-28,-3.512100801042503,0,0.514,1.5432524402085768e-24,F2R,F2R,ENSNFUG00015014465,coagulation factor II thrombin receptor,ENSG00000181104,F2R,coagulation factor II thrombin receptor
3.4680591169706807e-28,-1.5219719229739175,0.971,1,2.5091407711282874e-24,RPL26,RPL26,ENSNFUG00015008711,60S ribosomal protein L26,ENSG00000037241,RPL26L1,ribosomal protein L26 like 1
3.4680591169706807e-28,-1.5219719229739175,0.971,1,2.5091407711282874e-24,RPL26,RPL26,ENSNFUG00015008711,60S ribosomal protein L26,ENSG00000263809,,novel protein
3.4680591169706807e-28,-1.5219719229739175,0.971,1,2.5091407711282874e-24,RPL26,RPL26,ENSNFUG00015008711,60S ribosomal protein L26,ENSG00000161970,RPL26,ribosomal protein L26
3.7216263516573164e-28,-2.0278840313028583,0.847,0.986,2.6925966654240685e-24,RPLP1,RPLP1,ENSNFUG00015011322,ribosomal protein lateral stalk subunit P1,ENSG00000137818,RPLP1,ribosomal protein lateral stalk subunit P1
7.9788951826827825e-28,-1.540813045415458,0.976,1,5.772730664670993e-24,RPL11,RPL11,ENSNFUG00015021595,ribosomal protein L11,ENSG00000142676,RPL11,ribosomal protein L11
9.193417551934567e-28,-1.5823422362635728,0.986,1,6.651437598824659e-24,RPL9,RPL9,ENSNFUG00015007955,ribosomal protein L9,ENSG00000163682,RPL9,ribosomal protein L9
1.4636809338591673e-27,-1.762137778450529,0.89,1,1.0589731556471076e-23,rps26,rps26,ENSNFUG00015010401,ribosomal protein S26,ENSG00000197728,RPS26,ribosomal protein S26
1.6204918711460107e-27,-1.9464822425846227,0.813,0.986,1.1724258687741388e-23,RPL5,RPL5,ENSNFUG00015008108,ribosomal protein L5,ENSG00000122406,RPL5,ribosomal protein L5
1.6204918711460107e-27,-1.9464822425846227,0.813,0.986,1.1724258687741388e-23,RPL5,RPL5,ENSNFUG00015019531,60S ribosomal protein L5-like,ENSG00000122406,RPL5,ribosomal protein L5
1.825903673759698e-27,-1.6786411401940358,0.928,1,1.3210413079651414e-23,rpl24,rpl24,ENSNFUG00015021304,ribosomal protein L24,ENSG00000114391,RPL24,ribosomal protein L24
2.127768301233567e-27,-2.8397131494645227,0.005,0.514,1.5394403659424857e-23,ENSNFUG00015005210,,ENSNFUG00015005210,ETS-related transcription factor Elf-1-like,ENSG00000120690,ELF1,E74 like ETS transcription factor 1
2.8804823217661732e-27,-2.7480104570911843,0.01,0.529,2.0840289597978262e-23,gapdhs,gapdhs,ENSNFUG00015004492,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",ENSG00000105679,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
4.117089606083516e-27,-1.9666262132691115,0.689,1,2.978714330001424e-23,hspa8,hspa8,ENSNFUG00015013287,heat shock cognate 70 kDa protein,ENSG00000109971,HSPA8,heat shock protein family A (Hsp70) member 8
5.588538969529473e-27,-1.6039796130327542,0.976,1,4.0433079444545733e-23,RPSA,RPSA,ENSNFUG00015001374,ribosomal protein SA,ENSG00000288920,RPSAP58,ribosomal protein SA pseudogene 58
5.588538969529473e-27,-1.6039796130327542,0.976,1,4.0433079444545733e-23,RPSA,RPSA,ENSNFUG00015001374,ribosomal protein SA,ENSG00000168028,RPSA,ribosomal protein SA
6.791245858826773e-27,-2.239651856805348,0.77,0.986,4.91346637886117e-23,BTF3.1,NA,NA,NA,NA,NA,NA
8.954364841365263e-27,3.8239040588112765,0.833,0,6.478482962727768e-23,alas2,alas2,ENSNFUG00015024401,"5-aminolevulinate synthase, erythroid-specific, mitochondrial-like",ENSG00000158578,ALAS2,5'-aminolevulinate synthase 2
3.508919870491332e-26,-3.081057637933494,0.249,0.814,2.5387035263004787e-22,PPIB,PPIB,ENSNFUG00015007723,peptidylprolyl isomerase B,ENSG00000166794,PPIB,peptidylprolyl isomerase B
5.29869166048615e-26,-1.5189505954183105,0.947,1,3.8336034163617295e-22,"NACA","NACA",ENSNFUG00015014433,nascent polypeptide associated complex subunit alpha,ENSG00000196531,"NACA",nascent polypeptide associated complex subunit alpha
5.954529427216768e-26,-2.330276606291925,0.818,0.929,4.308102040591332e-22,rpl39,rpl39,ENSNFUG00015000213,ribosomal protein L39,ENSG00000198918,RPL39,ribosomal protein L39
1.0276213466750388e-25,-2.6588409335462844,0.478,0.9,7.434840443193906e-22,RPLP2L,RPLP2L,ENSNFUG00015017532,60S acidic ribosomal protein P2-like,ENSG00000177600,RPLP2,ribosomal protein lateral stalk subunit P2
1.2107660456140765e-25,-1.4009723836722392,0.952,1,8.759892340017844e-22,RPS3A,RPS3A,ENSNFUG00015012205,ribosomal protein S3A,ENSG00000145425,RPS3A,ribosomal protein S3A
1.3695344574415932e-25,-2.606094219636695,0.029,0.557,9.908581799589926e-22,myh9b,NA,NA,NA,NA,NA,NA
1.5864716832712148e-25,-2.863806884391744,0.033,0.557,1.1478122628467238e-21,CORO1A,CORO1A,ENSNFUG00015000425,coronin-1A-like,ENSG00000102879,CORO1A,coronin 1A
1.6127183455167406e-25,-2.0776709011311474,0.89,0.943,1.1668017229813619e-21,RPL10,RPL10,ENSNFUG00015008333,ribosomal protein L10,ENSG00000147403,RPL10,ribosomal protein L10
1.6127183455167406e-25,-2.0776709011311474,0.89,0.943,1.1668017229813619e-21,RPL10,RPL10,ENSNFUG00015008333,ribosomal protein L10,ENSG00000165496,RPL10L,ribosomal protein L10 like
2.3195316008585184e-25,-1.4153975929699714,0.923,1,1.6781811132211382e-21,UBA52,UBA52,ENSNFUG00015021445,ubiquitin A-52 residue ribosomal protein fusion product 1,ENSG00000221983,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1
4.513710386601567e-25,-2.6417382967984944,0,0.457,3.2656694647062336e-21,ILK.1,NA,NA,NA,NA,NA,NA
5.9050172179381e-25,-2.6519363188762144,0.019,0.514,4.272279957178216e-21,actr3.1,NA,NA,NA,NA,NA,NA
1.1068077546147882e-24,-1.3533160022395956,0.986,1,8.007754104637992e-21,FAUA,FAUA,ENSNFUG00015010861,FAU ubiquitin like and ribosomal protein S30 fusion,ENSG00000149806,FAU,FAU ubiquitin like and ribosomal protein S30 fusion
1.735145028746615e-24,-2.7100289570105054,0.081,0.657,1.255377428298176e-20,ruvbl2,ruvbl2,ENSNFUG00015024527,RuvB like AAA ATPase 2,ENSG00000183207,RUVBL2,RuvB like AAA ATPase 2
2.4969147524015718e-24,-2.9191282809019032,0.019,0.5,1.8065178233625372e-20,FERMT3B,FERMT3B,ENSNFUG00015005104,fermitin family member 3,ENSG00000149781,FERMT3,FERM domain containing kindlin 3
9.155193555578659e-24,-1.2796826905390866,0.962,1,6.62378253746116e-20,RPL34,RPL34,ENSNFUG00015010687,ribosomal protein L34,ENSG00000109475,RPL34,ribosomal protein L34
1.9203105173244087e-23,-2.2986621489465007,0,0.429,1.3893446592842097e-19,capn2b,capn2b,ENSNFUG00015002591,"calpain 2, (m/II) large subunit b",ENSG00000162909,CAPN2,calpain 2
2.258095126602332e-23,-2.955148966476624,0.163,0.714,1.633731824096787e-19,rpl22l1,rpl22l1,ENSNFUG00015023357,ribosomal protein L22 like 1,ENSG00000163584,RPL22L1,ribosomal protein L22 like 1
2.557244140740777e-23,-1.6040090790560857,0.876,0.986,1.8501661358259521e-19,rpl35a,rpl35a,ENSNFUG00015003307,ribosomal protein L35a,ENSG00000182899,RPL35A,ribosomal protein L35a
2.7026543677874164e-23,-1.4387876068661685,0.909,1,1.9553704350941957e-19,SLC25A6,SLC25A6,ENSNFUG00015004935,ADP/ATP translocase 2-like,ENSG00000005022,SLC25A5,solute carrier family 25 member 5
3.202942514370728e-23,-2.456130303089182,0.311,0.814,2.3173289091472216e-19,slc25a3a,slc25a3a,ENSNFUG00015011651,solute carrier family 25 member 3,ENSG00000075415,SLC25A3,solute carrier family 25 member 3
3.383283756325964e-23,-2.874562650065232,0.091,0.629,2.447805797701835e-19,plac8l1,plac8l1,ENSNFUG00015024837,PLAC8 like 1,ENSG00000173261,PLAC8L1,PLAC8 like 1
4.787733837574044e-23,-2.8037567825258924,0.153,0.686,3.463925431484821e-19,SPCS3,SPCS3,ENSNFUG00015004521,signal peptidase complex subunit 3,ENSG00000129128,SPCS3,signal peptidase complex subunit 3
1.4606944998854101e-22,-2.2757868124057508,0.335,0.843,1.0568124706670942e-18,ARPC2,ARPC2,ENSNFUG00015024476,actin related protein 2/3 complex subunit 2,ENSG00000163466,ARPC2,actin related protein 2/3 complex subunit 2
1.5093623297927353e-22,-2.5643050049336873,0.005,0.429,1.092023645605044e-18,COMMD3,COMMD3,ENSNFUG00015010557,COMM domain containing 3,ENSG00000148444,COMMD3,COMM domain containing 3
1.995059633733011e-22,-1.4762197217633508,0.938,0.971,1.4434256450058334e-18,rpl23a,rpl23a,ENSNFUG00015024703,ribosomal protein L23a,ENSG00000198242,RPL23A,ribosomal protein L23a
2.0363282466361872e-22,-1.4415075657810128,0.943,1,1.4732834864412815e-18,EEF1B2,EEF1B2,ENSNFUG00015011306,leucine-rich repeat flightless-interacting protein 2-like,ENSG00000124831,LRRFIP1,LRR binding FLII interacting protein 1
4.0881457082051386e-22,-2.620144500266328,0.167,0.7,2.9577734198864176e-18,eef1da,eef1da,ENSNFUG00015018822,elongation factor 1-delta-like,ENSG00000114654,EFCC1,EF-hand and coiled-coil domain containing 1
4.300510952779148e-22,-2.3678484707036156,0.019,0.471,3.111419674335714e-18,ENSNFUG00015014487,,ENSNFUG00015014487,ubiquitin-conjugating enzyme E2 E2-like,,NA,NA
8.264182939041104e-22,-1.711913779228428,0.742,0.957,5.979136356396239e-18,RPL36,RPL36,ENSNFUG00015022284,ribosomal protein L36,ENSG00000130255,RPL36,ribosomal protein L36
1.1015019828311193e-21,3.3528925308093713,0.727,0,7.969366845783148e-18,rfesd,rfesd,ENSNFUG00015008255,Rieske (Fe-S) domain containing,ENSG00000175449,RFESD,Rieske Fe-S domain containing
2.70555787937051e-21,-2.407384326297362,0.029,0.471,1.957471125724564e-17,arpc1b,arpc1b,ENSNFUG00015007224,"actin related protein 2/3 complex, subunit 1B",ENSG00000130429,ARPC1B,actin related protein 2/3 complex subunit 1B
2.909537064723604e-21,-2.3904557166943525,0.014,0.443,2.1050500663275273e-17,rac1b,rac1b,ENSNFUG00015023407,Rac family small GTPase 1b,ENSG00000136238,RAC1,Rac family small GTPase 1
3.272090668913932e-21,-2.3408628390732495,0.029,0.471,2.36735759895923e-17,GNB1A,GNB1A,ENSNFUG00015008724,G protein subunit beta 1,,NA,NA
